author,study,subgroup,ESID,publication,grade1,grade2,grade3,student_ability,low,student_language,,girl,boy,missing,black,hispanic,white,asian,native,other,missing2,ses,us,country,english,languageother,ck_measure,specificity,ck_format,ck_re,ck_reliability,ck_reliability_name,ck_normed,comp_type,comp_measure,comp_format,comp_reliability,comp_reliability_name,comp_normed,distal,noalignment,samplesize,corr,table,ckre,compre,ckre2,compre2
"Abate, 1991",2,2,1,1,13,4,2,,,,,,,,,,,,,,,,1,,1,,Domain knowledge test,1,0,,,,0,RC,Tests of Achievement and Proficiency,0,,,1,1,1,38,0.504,table 5,,,0,0
"Alexander et al., 1994",4,4,2,0,13,4,2,0,,,,,,,,,,,,,,,1,,1,,topic knowledge,1,2,0.9,>.90,IRR,0,RC,comprehension recall,4,0.82,,0,0,0,209,0.3,table 2,0,0,1,1
"Alexander et al., 1994",4,4,3,0,13,4,2,0,,,,,,,,,,,,,,,1,,1,,domain knowledge ,0,0,0.83,0.83,Kuder-Richardson 20 reliability,0,RC,comprehension recall,4,0.82,,0,0,0,209,0.47,,0,0,1,1
"Alexander et al., 1994",4,4,4,0,13,4,2,0,,,,,,,,,,,,,,,1,,1,,topic knowledge,1,2,0.9,>.90,IRR,0,RC,comprehension recall,4,0.84,,0,0,0,209,0.43,,0,0,1,1
"Alexander et al., 1994",4,4,5,0,13,4,2,0,,,,,,,,,,,,,,,1,,1,,domain knowledge ,0,0,0.83,0.83,Kuder-Richardson 20 reliability,0,RC,comprehension recall,4,0.84,,0,0,0,209,0.54,,0,0,1,1
"Angthong, 1991",6,6,6,1,13,4,2,0,,0,Thai,,,,,,,,,,,,0,Thailand,1,,background knowledge test ,1,0,0.82,0.82,Kuder-Richardson 20 reliability,0,RC,Bankok reading comprehension test,0,0.91,Kuder-Richardson 20 reliability,0,0,0,60,0.72,table 1,0,0,1,1
"Angthong, 1991",6,6,7,1,13,4,2,0,,0,Thai,,,,,,,,,,,,0,Thailand,1,,background knowledge test ,1,0,0.82,0.82,Kuder-Richardson 20 reliability,0,RC,New York city reading comprehension test,0,0.9,Kuder-Richardson 20 reliability,0,0,0,60,0.76,,0,0,1,1
"Ardasheva et al., 2017",7,7,8,0,7,2,1,0,,0,"86 current ELs and 83 former ELs, Most students were Spanish speaking (about 99%) and less than 1% spoke other languages (Arabic and Russian) at home.",88,66,,,,,,,,,0,1,,1,,Vocabulary-of-Science Scale,1,4,0.88,0.88,Cronbach’s alpha,0,RC,Science Reading Comprehension,0,0.81,Cronbach’s alpha,0,0,1,154,0.7,appendix B,0,0,1,1
"August et al., 2006",8,8a,9,0,4,1,0,1,0,0,Native Spanish speakers who were currently in all-English instruction in fourth grade,,,,,,,,,,,,1,,1,,Background knowledge,1,4,,,,0,RC,Text inferencing,5,,,0,0,0,28,0.37,table 3,,,0,0
"August et al., 2006",8,8a,10,0,4,1,0,1,0,0,Native Spanish speakers who were currently in all-English instruction in fourth grade,,,,,,,,,,,,1,,1,,Background knowledge,1,4,,,,0,RC,Text memory,5,,,0,0,0,28,-0.04,,,,0,0
"August et al., 2006",8,8a,11,0,4,1,0,1,0,0,Native Spanish speakers who were currently in all-English instruction in fourth grade,,,,,,,,,,,,1,,1,,Background knowledge,1,4,,,,0,RC,Knowledge integration,5,,,0,0,0,28,0.12,,,,0,0
"August et al., 2006",8,8b,12,0,2.08,,0,,,0,Spanish-English bilingual students,,,,,,,,,,,,1,,1,,Background knowledge,1,4,0.54,0.54,Cronbach’s alpha,0,RC,Text inferencing,5,0.54,Cronbach’s alpha,0,0,0,521,0.39,table 6,1,1,,
"August et al., 2006",8,8b,13,0,2.08,,0,,,0,Spanish-English bilingual students,,,,,,,,,,,,1,,0,Spanish,Background knowledge,1,4,0.5,0.5,Cronbach’s alpha,0,RC,Text inferencing,5,0.45,Cronbach’s alpha,0,0,0,496,0.3,,1,1,,
"August et al., 2006",8,8b,14,0,2.08,,0,,,0,Spanish-English bilingual students,,,,,,,,,,,,1,,1,,Background knowledge,1,4,0.5,0.5,Cronbach’s alpha,0,RC,Text memory,5,0.46,Cronbach’s alpha,0,0,0,521,0.32,,1,1,,
"August et al., 2006",8,8b,15,0,2.08,,0,,,0,Spanish-English bilingual students,,,,,,,,,,,,1,,0,Spanish,Background knowledge,1,4,0.5,0.5,Cronbach’s alpha,0,RC,Text memory,5,0.5,Cronbach’s alpha,0,0,0,496,0.35,,1,1,,
"August et al., 2006",8,8b,16,0,2.08,,0,,,0,Spanish-English bilingual students,,,,,,,,,,,,1,,1,,Background knowledge,1,4,0.5,0.5,Cronbach’s alpha,0,RC,Knowledge integration,5,0.47,Cronbach’s alpha,0,0,0,521,0.38,,1,1,,
"August et al., 2006",8,8b,17,0,2.08,,0,,,0,Spanish-English bilingual students,,,,,,,,,,,,1,,0,Spanish,Background knowledge,1,4,0.5,0.5,Cronbach’s alpha,0,RC,Knowledge integration,5,0.46,Cronbach’s alpha,0,0,0,496,0.44,,1,1,,
"August et al., 2006",8,8b,18,0,2.08,,0,,,0,Spanish-English bilingual students,,,,,,,,,,,,1,,1,,Background knowledge,1,4,0.54,0.54,Cronbach’s alpha,0,RC,Woodcock Language Proficiency Battery_Passage comprehension,4,,,1,1,1,521,0.31,table 7,1,,,0
"Awadby, 2012",9,9,19,1,7.57,2,1,,,2,"The majority of participants (n = 56, 82.4%) spoke a language other than English in their home including Spanish, Tagalog, Vietnamese, Hindi, and Urdu.",22,24,,,,,,,,,0,1,,1,,Topic Familiarity Ranking Measure.,1,4,,,,0,RC,CST: ELA section.,0,,,1,0,0,46,0.04,table 2,,,0,0
"Awadby, 2012",9,9,20,1,7.57,2,1,,,2,"The majority of participants (n = 56, 82.4%) spoke a language other than English in their home including Spanish, Tagalog, Vietnamese, Hindi, and Urdu.",22,24,,,,,,,,,0,1,,1,,Topic Familiarity Ranking Measure.,1,4,,,,0,RC,CST: ELA section.,0,,,1,0,0,46,-0.17,,,,0,0
"Awadby, 2012",9,9,21,1,7.57,2,1,,,2,"The majority of participants (n = 56, 82.4%) spoke a language other than English in their home including Spanish, Tagalog, Vietnamese, Hindi, and Urdu.",22,24,,,,,,,,,0,1,,1,,Topic Familiarity Ranking Measure.,1,4,,,,0,RC,CST: ELA section.,0,,,1,0,0,46,0.07,,,,0,0
"Awadby, 2012",9,9,22,1,7.57,2,1,,,2,"The majority of participants (n = 56, 82.4%) spoke a language other than English in their home including Spanish, Tagalog, Vietnamese, Hindi, and Urdu.",22,24,,,,,,,,,0,1,,1,,Topic Familiarity Ranking Measure.,1,4,,,,0,RC,CST: ELA section.,0,,,1,0,0,46,0.11,,,,0,0
"Awadby, 2012",9,9,23,1,7.57,2,1,,,2,"The majority of participants (n = 56, 82.4%) spoke a language other than English in their home including Spanish, Tagalog, Vietnamese, Hindi, and Urdu.",22,24,,,,,,,,,0,1,,1,,Topic Familiarity Ranking Measure.,1,4,,,,0,RC,CST: ELA section.,0,,,1,0,0,46,0.08,,,,0,0
"Awadby, 2012",9,9,24,1,7.57,2,1,,,2,"The majority of participants (n = 56, 82.4%) spoke a language other than English in their home including Spanish, Tagalog, Vietnamese, Hindi, and Urdu.",22,24,,,,,,,,,0,1,,1,,Topic Familiarity Ranking Measure.,1,4,,,,0,RC,CST: ELA section.,0,,,1,0,0,46,0.01,,,,0,0
"Awadby, 2012",9,9,25,1,7.57,2,1,,,2,"The majority of participants (n = 56, 82.4%) spoke a language other than English in their home including Spanish, Tagalog, Vietnamese, Hindi, and Urdu.",22,24,,,,,,,,,0,1,,1,,Topic Familiarity Ranking Measure.,1,4,,,,0,RC,CST: ELA section.,0,,,1,0,0,46,0.03,,,,0,0
"Awadby, 2012",9,9,26,1,7.57,2,1,,,2,"The majority of participants (n = 56, 82.4%) spoke a language other than English in their home including Spanish, Tagalog, Vietnamese, Hindi, and Urdu.",22,24,,,,,,,,,0,1,,1,,Topic Familiarity Ranking Measure.,1,4,,,,0,RC,CST: ELA section.,0,,,1,0,0,46,-0.12,,,,0,0
"Awadby, 2012",9,9,27,1,7.57,2,1,,,2,"The majority of participants (n = 56, 82.4%) spoke a language other than English in their home including Spanish, Tagalog, Vietnamese, Hindi, and Urdu.",22,24,,,,,,,,,0,1,,1,,Topic Familiarity Ranking Measure.,1,4,,,,0,RC,CST: ELA section.,0,,,1,0,0,46,-0.15,,,,0,0
"Awadby, 2012",9,9,28,1,7.57,2,1,,,2,"The majority of participants (n = 56, 82.4%) spoke a language other than English in their home including Spanish, Tagalog, Vietnamese, Hindi, and Urdu.",22,24,,,,,,,,,0,1,,1,,Topic Familiarity Ranking Measure.,1,4,,,,0,RC,CST: ELA section.,0,,,1,0,0,46,-0.07,,,,0,0
"Awadby, 2012",9,9,29,1,7.57,2,1,,,2,"The majority of participants (n = 56, 82.4%) spoke a language other than English in their home including Spanish, Tagalog, Vietnamese, Hindi, and Urdu.",22,24,,,,,,,,,0,1,,1,,Topic Familiarity Rating Scale,1,4,,,,0,RC,CST: ELA section.,0,,,1,0,0,46,0.1,,,,0,0
"Awadby, 2012",9,9,30,1,7.57,2,1,,,2,"The majority of participants (n = 56, 82.4%) spoke a language other than English in their home including Spanish, Tagalog, Vietnamese, Hindi, and Urdu.",22,24,,,,,,,,,0,1,,1,,Topic Familiarity Rating Scale,1,4,,,,0,RC,CST: ELA section.,0,,,1,0,0,46,0.44,,,,0,0
"Awadby, 2012",9,9,31,1,7.57,2,1,,,2,"The majority of participants (n = 56, 82.4%) spoke a language other than English in their home including Spanish, Tagalog, Vietnamese, Hindi, and Urdu.",22,24,,,,,,,,,0,1,,1,,Topic Familiarity Rating Scale,1,4,,,,0,RC,CST: ELA section.,0,,,1,0,0,46,0.13,,,,0,0
"Awadby, 2012",9,9,32,1,7.57,2,1,,,2,"The majority of participants (n = 56, 82.4%) spoke a language other than English in their home including Spanish, Tagalog, Vietnamese, Hindi, and Urdu.",22,24,,,,,,,,,0,1,,1,,Topic Familiarity Rating Scale,1,4,,,,0,RC,CST: ELA section.,0,,,1,0,0,46,0.06,,,,0,0
"Awadby, 2012",9,9,33,1,7.57,2,1,,,2,"The majority of participants (n = 56, 82.4%) spoke a language other than English in their home including Spanish, Tagalog, Vietnamese, Hindi, and Urdu.",22,24,,,,,,,,,0,1,,1,,Topic Familiarity Rating Scale,1,4,,,,0,RC,CST: ELA section.,0,,,1,0,0,46,0.12,,,,0,0
"Awadby, 2012",9,9,34,1,7.57,2,1,,,2,"The majority of participants (n = 56, 82.4%) spoke a language other than English in their home including Spanish, Tagalog, Vietnamese, Hindi, and Urdu.",22,24,,,,,,,,,0,1,,1,,Topic Familiarity Rating Scale,1,4,,,,0,RC,CST: ELA section.,0,,,1,0,0,46,0.2,,,,0,0
"Awadby, 2012",9,9,35,1,7.57,2,1,,,2,"The majority of participants (n = 56, 82.4%) spoke a language other than English in their home including Spanish, Tagalog, Vietnamese, Hindi, and Urdu.",22,24,,,,,,,,,0,1,,1,,Topic Familiarity Rating Scale,1,4,,,,0,RC,CST: ELA section.,0,,,1,0,0,46,0.12,,,,0,0
"Awadby, 2012",9,9,36,1,7.57,2,1,,,2,"The majority of participants (n = 56, 82.4%) spoke a language other than English in their home including Spanish, Tagalog, Vietnamese, Hindi, and Urdu.",22,24,,,,,,,,,0,1,,1,,Topic Familiarity Rating Scale,1,4,,,,0,RC,CST: ELA section.,0,,,1,0,0,46,0.35,,,,0,0
"Awadby, 2012",9,9,37,1,7.57,2,1,,,2,"The majority of participants (n = 56, 82.4%) spoke a language other than English in their home including Spanish, Tagalog, Vietnamese, Hindi, and Urdu.",22,24,,,,,,,,,0,1,,1,,Topic Familiarity Rating Scale,1,4,,,,0,RC,CST: ELA section.,0,,,1,0,0,46,0.07,,,,0,0
"Awadby, 2012",9,9,38,1,7.57,2,1,,,2,"The majority of participants (n = 56, 82.4%) spoke a language other than English in their home including Spanish, Tagalog, Vietnamese, Hindi, and Urdu.",22,24,,,,,,,,,0,1,,1,,Topic Familiarity Rating Scale,1,4,,,,0,RC,CST: ELA section.,0,,,1,0,0,46,0.13,,,,0,0
"Barnes et al., 2015",10,10a,39,0,7,2,1,0,,1,no lep,,,,242,549,264,22,<11,<11,,3,1,,1,,GMRT–Background Knowledge,0,0,0.64,0.64,Cronbach’s alphas,1,RC,TAKS reading comprehension,0,0.89,internal consistency,1,1,1,172,0.54186,requested,1,0,,1
"Barnes et al., 2015",10,10a,40,0,7,2,1,0,,1,no lep,,,,,,,,,,,3,1,,1,,GMRT–Background Knowledge,0,0,0.64,0.64,Cronbach’s alphas,1,RC,(GMRT)–Comprehension subtest,0,0.93,internal consistency,1,0,0,171,0.54323,,1,0,,1
"Barnes et al., 2015",10,10b,41,0,8,2,1,0,,1,no lep,,,,,,,,,,,3,1,,1,,GMRT–Background Knowledge,0,0,0.64,0.64,Cronbach’s alphas,1,RC,TAKS reading comprehension,0,0.89,internal consistency,1,1,1,186,0.38855,,1,0,,1
"Barnes et al., 2015",10,10b,42,0,8,2,1,0,,1,no lep,,,,,,,,,,,3,1,,1,,GMRT–Background Knowledge,0,0,0.64,0.64,Cronbach’s alphas,1,RC,(GMRT)–Comprehension subtest,0,0.93,internal consistency,1,0,0,182,0.40723,,1,0,,1
"Barnes et al., 2015",10,10c,43,0,9,3,1,0,,1,no lep,,,,,,,,,,,3,1,,1,,GMRT–Background Knowledge,0,0,0.64,0.64,Cronbach’s alphas,1,RC,TAKS reading comprehension,0,0.89,internal consistency,1,1,1,193,0.54881,,1,0,,1
"Barnes et al., 2015",10,10c,44,0,9,3,1,0,,1,no lep,,,,,,,,,,,3,1,,1,,GMRT–Background Knowledge,0,0,0.64,0.64,Cronbach’s alphas,1,RC,(GMRT)–Comprehension subtest,0,0.93,internal consistency,1,0,0,186,0.53172,,1,0,,1
"Barnes et al., 2015",10,10d,45,0,10,3,1,0,,1,no lep,,,,,,,,,,,3,1,,1,,GMRT–Background Knowledge,0,0,0.75,0.75,Cronbach’s alphas,1,RC,TAKS reading comprehension,0,0.89,internal consistency,1,1,1,207,0.25049,,0,0,1,1
"Barnes et al., 2015",10,10d,46,0,10,3,1,0,,1,no lep,,,,,,,,,,,3,1,,1,,GMRT–Background Knowledge,0,0,0.75,0.75,Cronbach’s alphas,1,RC,(GMRT)–Comprehension subtest,0,0.93,internal consistency,1,0,0,204,0.64381,,0,0,1,1
"Barnes et al., 2015",10,10e,47,0,11,3,1,0,,1,no lep,,,,,,,,,,,3,1,,1,,GMRT–Background Knowledge,0,0,0.75,0.75,Cronbach’s alphas,1,RC,TAKS reading comprehension,0,0.89,internal consistency,1,1,1,195,0.18172,,0,0,1,1
"Barnes et al., 2015",10,10e,48,0,11,3,1,0,,1,no lep,,,,,,,,,,,3,1,,1,,GMRT–Background Knowledge,0,0,0.75,0.75,Cronbach’s alphas,1,RC,(GMRT)–Comprehension subtest,0,0.93,internal consistency,1,0,0,190,0.49249,,0,0,1,1
"Barnes et al., 2015",10,10f,49,0,12,3,1,0,,1,no lep,,,,,,,,,,,3,1,,1,,GMRT–Background Knowledge,0,0,0.75,0.75,Cronbach’s alphas,1,RC,TAKS reading comprehension,0,0.89,internal consistency,1,1,1,145,0.26173,,0,0,1,1
"Barnes et al., 2015",10,10f,50,0,12,3,1,0,,1,no lep,,,,,,,,,,,3,1,,1,,GMRT–Background Knowledge,0,0,0.75,0.75,Cronbach’s alphas,1,RC,(GMRT)–Comprehension subtest,0,0.93,internal consistency,1,0,0,139,0.61177,,0,0,1,1
"Behrman &�Street, 2005",12,12,51,0,13,4,2,0,,2,Fourteen of the students reported they were non-native English speakers.,28,21,,10,16,14,9,0,0,,,1,,1,,domain knowledge ,1,0,,,,0,RC,"Content-Specific Reading,",0,,,0,0,0,49,0.543,table 1,,,0,0
"Behrman &�Street, 2005",12,12,52,0,13,4,2,0,,2,Fourteen of the students reported they were non-native English speakers.,28,21,,10,16,14,9,0,0,,,1,,1,,domain knowledge ,1,0,,,,0,RC,ASSET (Assessment of Skills for Successful Entry and Transfer),0,,,,1,1,49,0.297,,,,0,0
"Best et al., 2008",13,13,53,0,3,1,0,0,,,,32,29,,35,,17,2,,4,5%,3,1,,1,,"WJ III ACH Academic Knowledge test measures knowledge about the biological, physical, and social sciences and the humanities.",0,1,0.84,0.84,median internal consistency,1,RC,Narrative multiple-choice questions,0,0.9,IRR,0,1,1,61,0.46,table 3,0,0,1,1
"Best et al., 2008",13,13,54,0,3,1,0,0,,,,32,29,,35,,17,2,,4,5%,3,1,,1,,"WJ III ACH Academic Knowledge test measures knowledge about the biological, physical, and social sciences and the humanities.",0,1,0.84,0.84,median internal consistency,1,RC,Narrative free recall propositions recalled,2,0.9,IRR,0,1,1,61,0.36,,0,0,1,1
"Best et al., 2008",13,13,55,0,3,1,0,0,,,,32,29,,35,,17,2,,4,5%,3,1,,1,,"WJ III ACH Academic Knowledge test measures knowledge about the biological, physical, and social sciences and the humanities.",0,1,0.84,0.84,median internal consistency,1,RC,Narrative cued recall propositions recalled,2,0.9,IRR,0,1,1,61,0.52,,0,0,1,1
"Best et al., 2008",13,13,56,0,3,1,0,0,,,,32,29,,35,,17,2,,4,5%,3,1,,1,,"WJ III ACH Academic Knowledge test measures knowledge about the biological, physical, and social sciences and the humanities.",0,1,0.84,0.84,median internal consistency,1,RC,Expository multiple-choice questions,0,0.9,IRR,0,1,1,61,0.47,,0,0,1,1
"Best et al., 2008",13,13,57,0,3,1,0,0,,,,32,29,,35,,17,2,,4,5%,3,1,,1,,"WJ III ACH Academic Knowledge test measures knowledge about the biological, physical, and social sciences and the humanities.",0,1,0.84,0.84,median internal consistency,1,RC,Expository free recall propositions recalled,2,0.9,IRR,0,1,1,61,0.58,,0,0,1,1
"Best et al., 2008",13,13,58,0,3,1,0,0,,,,32,29,,35,,17,2,,4,5%,3,1,,1,,"WJ III ACH Academic Knowledge test measures knowledge about the biological, physical, and social sciences and the humanities.",0,1,0.84,0.84,median internal consistency,1,RC,Expository cued recall propositions recalled,2,0.9,IRR,0,1,1,61,0.55,,0,0,1,1
"Birmingham, 2013",15,15,59,1,9,3,1,0,,,"Each of the four groups included honor students, regular education students, and students with Individualized Education Plans (IEP). ",,,,,,,,,,,,1,,1,,science knowledge test on the subject of ecology,1,0,,,,0,RC,Measure of Academic Progress (MAP) reading test.,0,,,1,1,1,315,0.06,requested,,,0,0
"Birmingham, 2013",15,15,60,1,9,3,1,0,,,"Each of the four groups included honor students, regular education students, and students with Individualized Education Plans (IEP). ",,,,,,,,,,,,1,,1,,science knowledge test on the subject of ecology,1,0,,,,0,RC,Explore Reading Test,0,,,1,1,1,315,0.239,,,,0,0
"Braten & Anmarkrud, 2013",16,16a,61,0,9,3,1,0,,1,None of the participants were eligible for special needs education or programmes for second-language learners.,30,28,,,,,,,,,1,0,Norway,0,Norweigan,topic knowledge measure,1,0,0.55,0.55,Kuder–Richardson 20,0,RC,comprehension performance measure,0,0.77,Kuder–Richardson 20,0,0,0,58,0.5,table 2,1,0,,1
"Braten & Anmarkrud, 2013",16,16b,62,0,9,3,1,0,,1,None of the participants were eligible for special needs education or programmes for second-language learners.,23,23,,,,,,,,,1,0,Norway,0,Norweigan,topic knowledge measure,1,0,0.55,0.55,Kuder–Richardson 21,0,RC,comprehension performance measure,0,0.77,Kuder–Richardson 21,0,0,0,46,0.7,,1,0,,1
"Braten et al., 2013",17,17,63,0,10,3,1,0,,2,only four came from families where neither parent spoke Norwegian as their first language.,39,25,1.54%,,,,,,,,1,0,Norway,0,Norweigan,topic knowledge measure,1,0,0.64,0.64,Kuder–Richardson 20,0,RC,Multiple-text comprehension,1,0.82,IRR,0,0,0,65,0.28,table 3,1,0,,1
"Braten et al., 2018",19,19a,64,0,11,3,1,0,1,2,"Most of the participants (74%) were native-born Norwegians who learned Norwegian as a first language, and the rest were bilingual. ",,,,,,,,,,,1,0,Norway,0,Norwegian,topic knowledge measure,1,0,0.72,0.72,test-retest,0,RC,cloze,4,0.83,Cronbach’s alpha,0,1,1,67,0.11,table 1,0,0,1,1
"Braten et al., 2018",19,19b,65,0,11,3,1,0,1,2,"Most of the participants (74%) were native-born Norwegians who learned Norwegian as a first language, and the rest were bilingual. ",,,,,,,,,,,1,0,Norway,0,Norwegian,topic knowledge measure,1,0,0.77,0.77,test-retest,0,RC,cloze,4,0.83,Cronbach’s alpha,0,1,1,60,0.29,,0,0,1,1
"Braten et al., 2022",20,20,66,0,13,4,2,0,,2,"Most participants (89%) had Norwegian as their frst language, and the rest were bilingual.",90,26,,,,,,,,,,0,Norway,0,Norwegian,prior knowledge,1,2,0.92,0.92,IRR ,0,RC,Written recall,2,0.95,IRR,0,0,0,116,0.35,table 2,0,0,1,1
"Britton et al., 1998",21,21,67,0,13,4,2,,,,Air Force recruits,,,,,,,,,,,,1,,1,,domain knowledge,1,0,,,,0,RC,Inference-making ability,0,,,0,0,0,205,0.148,table 2,,,0,0
"Britton et al., 1998",21,21,68,0,13,4,2,,,,Air Force recruits,,,,,,,,,,,,1,,1,,domain knowledge,1,0,,,,0,RC,Inference-making ability,0,,,0,0,0,205,0.047,,,,0,0
"Britton et al., 1998",21,21,69,0,13,4,2,,,,Air Force recruits,,,,,,,,,,,,1,,1,,domain knowledge,1,0,,,,0,RC,Inference-making ability,0,,,0,0,0,205,0.202,,,,0,0
"Britton et al., 1998",21,21,70,0,13,4,2,,,,Air Force recruits,,,,,,,,,,,,1,,1,,domain knowledge,1,0,,,,0,RC,Inference-making ability,0,,,0,0,0,205,0.097,,,,0,0
"Britton et al., 1998",21,21,71,0,13,4,2,,,,Air Force recruits,,,,,,,,,,,,1,,1,,domain knowledge,1,0,,,,0,RC,Inference-making ability,0,,,0,0,0,205,0.002,,,,0,0
"Britton et al., 1998",21,21,72,0,13,4,2,,,,Air Force recruits,,,,,,,,,,,,1,,1,,domain knowledge,1,0,,,,0,RC,Inference-making ability,0,,,0,0,0,205,0.105,,,,0,0
"Britton et al., 1998",21,21,73,0,13,4,2,,,,Air Force recruits,,,,,,,,,,,,1,,1,,domain knowledge,1,0,,,,0,RC,Inference-making ability,0,,,0,0,0,205,0.099,,,,0,0
"Britton et al., 1998",21,21,74,0,13,4,2,,,,Air Force recruits,,,,,,,,,,,,1,,1,,domain knowledge,1,0,,,,0,RC,Inference-making ability,0,,,0,0,0,205,0.254,,,,0,0
"Britton et al., 1998",21,21,75,0,13,4,2,,,,Air Force recruits,,,,,,,,,,,,1,,1,,domain knowledge,1,0,,,,0,RC,Inference-making ability,0,,,0,0,0,205,0.295,,,,0,0
"Cai & Kunnan, 2019",22,22,76,0,13,4,2,0,,1,,1465,26,,0,0,0,1491,0,0,,,0,China,0,Chinese,The nursing knowledge test,1,0,0.72,0.72,Cronbach’s alphas,1,RC,Nursing English Reading Test,0,0.73,Cronbach’s alpha,1,0,0,1491,0.342,requested,0,0,1,1
"Callahan & Drum, 1984",23,23,77,0,5.5,,,0,,,,10,10,,,,,,,,,1,1,,1,,specific content words,1,2,,,,0,RC,Recall,2,,,0,0,0,20,0.72,table 1,,,0,0
"Callahan & Drum, 1984",23,23,78,0,5.5,,,0,,,,10,10,,,,,,,,,1,1,,1,,specific content words,1,2,,,,0,RC,Inference,2,,,0,0,0,20,0.67,,,,0,0
"Callahan & Drum, 1984",23,23,79,0,5.5,,,0,,,,10,10,,,,,,,,,1,1,,1,,specific content words,1,2,,,,0,RC,Summay,2,,,0,0,0,20,0.61,,,,0,0
"Callahan & Drum, 1984",23,23,80,0,5.5,,,0,,,,10,10,,,,,,,,,1,1,,1,,specific content words,1,2,,,,0,RC,Cloze,4,,,0,0,0,20,0.71,,,,0,0
"Capin, 2018",24,24,81,1,8,2,1,0,,2,5% LEP and 8% Special ed,387,388,,145,189,396,45,,,,3,1,,1,,The Assessment of Social Studies Knowledge and Comprehension (ASK) Content Knowledge subtest,1,0,0.89,0.89,Cronbach’s alpha,0,RC,the researcher-developed ASK Reading Comprehension subtest.,0,0.85,Cronbach’s alpha,0,0,0,775,0.41,table 4.2,0,0,1,1
"Capin, 2018",24,24,82,1,8,2,1,0,,2,5% LEP and 8% Special ed,387,388,,145,189,396,45,,,,3,1,,1,,The Assessment of Social Studies Knowledge and Comprehension (ASK) Content Knowledge subtest,1,0,0.89,0.89,Cronbach’s alpha,0,RC,Gates MacGinitie Reading Test—4th Edition,0,0.93,internal consistency,1,1,1,775,0.7,,0,0,1,1
"Christodoulou & Diakidoy, 2020",29,29,83,0,7.5,,1,0,,1,fluent speakers of Greek,106,113,,,,,,,,,,0,Cyprus,0,Greek,Topic knowledge measure (TV text),0,4,0.73,0.73,Cronbach's alpha,0,RC,True/False (TV text),5,0.73,Cronbach's alpha,0,0,0,219,0.52,table 2,0,0,1,1
"Christodoulou & Diakidoy, 2020",29,29,84,0,7.5,,1,0,,1,fluent speakers of Greek,106,113,,,,,,,,,,0,Cyprus,0,Greek,Topic knowledge measure (Greek),0,4,0.7,0.7,Cronbach's alpha,0,RC,True/False (Greek language),5,0.71,Cronbach's alpha,0,0,0,219,0.43,table 3,1,0,,1
"Christodoulou & Diakidoy, 2020",29,29,85,0,7.5,,1,0,,1,fluent speakers of Greek,106,113,,,,,,,,,,0,Cyprus,0,Greek,Topic knowledge measure,0,4,0.73,0.73,Cronbach's alpha,0,RC,True/False - literal comprehension,5,0.73,Cronbach's alpha,0,0,0,219,0.51,table 5,0,0,1,1
"Christodoulou & Diakidoy, 2020",29,29,86,0,7.5,,1,0,,1,fluent speakers of Greek,106,113,,,,,,,,,,0,Cyprus,0,Greek,Topic knowledge measure,0,4,0.73,0.73,Cronbach's alpha,0,RC,True/False - inferential comprehension,5,0.71,Cronbach's alpha,0,0,0,219,0.52,,0,0,1,1
"Coiro, 2011",30,30,87,0,7,2,1,0,,,,67,51,,14,15,82,4,,3,,,1,,1,,Prior Knowledge,1,2,0.85,0.85,internal consistenc,0,RC,Offline reading comprehension – state's Reading Mastery Test ,0,0.85,reliability coefficent,1,1,1,118,0.434,table 1,0,0,1,1
"Coiro, 2011",30,30,88,0,7,2,1,0,,,,67,51,,14,15,82,4,,3,,,1,,1,,Prior Knowledge,1,2,0.85,0.85,internal consistency,0,RC,Online RC Assessment–Scenario I,1,0.918,Cronbach's alpha,0,0,0,118,0.511,,0,0,1,1
"Coiro, 2011",30,30,89,0,7,2,1,0,,,,67,51,,14,15,82,4,,3,,,1,,1,,Prior Knowledge,1,2,0.85,0.85,internal consistency,0,RC,Online RC Assessment–scenario II,1,0.909,Cronbach's alpha,0,0,0,118,0.502,,0,0,1,1
"Cromley & Azevedo, 2007",32,32,90,0,9,3,1,0,,1,,78,99,,48,41,50,25,,14,,,1,,1,,Background knowledge,1,0,,,,0,RC,Gates–MacGinitie Comprehension subtest (multiple choice),0,0.93,Kuder–Richardson 20,1,0,0,175,0.72,Table 1,,0,0,1
"Cromley & Azevedo, 2007",32,32,91,0,9,3,1,0,,1,,78,99,,48,41,50,25,,14,,,1,,1,,Background knowledge,1,0,,,,0,RC,Gates–MacGinitie Comprehension subtest (multiple choice) – literal,0,0.93,Kuder–Richardson 20,1,0,0,175,0.69,,,0,0,1
"Cromley & Azevedo, 2007",32,32,92,0,9,3,1,0,,1,,78,99,,48,41,50,25,,14,,,1,,1,,Background knowledge,1,0,,,,0,RC,Gates–MacGinitie Comprehension subtest (multiple choice) – inferential,0,0.93,Kuder–Richardson 20,1,0,0,175,0.69,,,0,0,1
"Cromley & Azevedo, 2007",32,32,93,0,9,3,1,0,,1,,78,99,,48,41,50,25,,14,,,1,,1,,Inferences,1,0,,,,0,RC,Gates–MacGinitie Comprehension subtest (multiple choice),0,0.93,Kuder–Richardson 20,1,0,0,175,0.66,,,0,0,1
